"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Acebutolol|Plasma (Peripheral Venous Blood) [µmol/l]"
80,48,0.1708835
80,51,0.1943049
80,54,0.2180092
80,57,0.2417624
80,60,0.2653532
80,63,0.2885946
80,66,0.3113236
80,69,0.3334013
80,72,0.3547115
80,75,0.3751593
80,78,0.3946693
80,81,0.4131843
80,84,0.4306631
80,87,0.447079
80,90,0.4624179
80,93,0.476677
80,96,0.4898628
80,99,0.5019904
80,102,0.5130815
80,105,0.5231636
80,108,0.5322689
80,111,0.5404335
80,114,0.5476958
80,117,0.5540968
80,120,0.5596786
80,135,0.5768037
80,150,0.5797499
80,165,0.5730534
80,180,0.5602412
80,195,0.5438604
80,210,0.5256525
80,225,0.5067555
80,240,0.4878818
80,255,0.4694566
80,270,0.4517174
80,285,0.434783
80,300,0.4186985
80,315,0.4034649
80,330,0.389058
80,345,0.37544
80,360,0.3625666
80,375,0.3503911
80,390,0.3388674
80,405,0.3279509
80,420,0.3175996
80,435,0.3077742
80,450,0.2984384
80,465,0.2895583
80,480,0.281103
80,495,0.2730438
80,510,0.2653544
80,525,0.2580106
80,540,0.2509899
80,555,0.244272
80,570,0.2378378
80,585,0.2316699
80,600,0.2257524
80,615,0.2200705
80,630,0.2146107
80,645,0.2093608
80,660,0.2043094
80,675,0.1994463
80,690,0.1947619
80,705,0.1902476
80,720,0.1858955
80,735,0.1816983
80,750,0.1776491
80,765,0.1737416
80,780,0.1699698
80,795,0.1663283
80,810,0.1628113
80,825,0.159414
80,840,0.1561313
80,855,0.1529584
80,870,0.1498907
80,885,0.1469238
80,900,0.1440532
80,915,0.1412748
80,930,0.1385844
80,945,0.1359782
80,960,0.1334524
80,975,0.1310032
80,990,0.1286272
80,1005,0.126321
80,1020,0.1240813
80,1035,0.121905
80,1050,0.1197892
80,1065,0.117731
80,1080,0.1157277
80,1095,0.1137768
80,1110,0.1118757
80,1125,0.1100221
80,1140,0.1082139
80,1155,0.1064489
80,1170,0.1047251
80,1185,0.1030406
80,1200,0.1013937
80,1215,0.09978259
80,1230,0.09820573
80,1245,0.09666158
80,1260,0.09514872
80,1275,0.09366579
80,1290,0.0922115
80,1305,0.09078467
80,1320,0.08938415
80,1335,0.08800887
80,1350,0.08665782
80,1365,0.08533006
80,1380,0.0840247
80,1395,0.0827409
80,1410,0.08147787
80,1425,0.08023486
80,1440,0.07901118
80,1455,0.07780619
80,1470,0.07661927
80,1485,0.07544983
80,1500,0.07429736
80,1515,0.07316133
80,1530,0.07204129
80,1545,0.07093678
80,1560,0.06984738
80,1575,0.06877272
80,1590,0.06771243
80,1605,0.06666616
80,1620,0.06563361
80,1635,0.06461447
80,1650,0.06360845
80,1665,0.06261531
80,1680,0.06163479
80,1695,0.06066668
80,1710,0.05971074
80,1725,0.05876679
80,1740,0.05783462
80,1755,0.05691407
80,1770,0.05600497
80,1785,0.05510717
80,1800,0.05422051
80,1815,0.05334485
80,1830,0.05248007
80,1845,0.05162603
80,1860,0.05078264
80,1875,0.04994976
80,1890,0.0491273
80,1905,0.04831516
80,1920,0.04751323
81,0,0
81,3,6.72451E-06
81,6,0.0002519696
81,9,0.001602863
81,12,0.005440554
81,15,0.01337827
81,18,0.02696312
81,21,0.04741804
81,24,0.07548115
81,27,0.1113497
81,30,0.1547044
81,33,0.2047867
81,36,0.2605059
81,39,0.3205559
81,42,0.3835252
81,45,0.4479943
81,48,0.5126132
81,51,0.5761583
81,54,0.6375685
81,57,0.6959638
81,60,0.7506512
81,63,0.8011174
81,66,0.8470129
81,69,0.8881349
81,72,0.9244075
81,75,0.9558612
81,78,0.9826117
81,81,1.004841
81,84,1.022782
81,87,1.036703
81,90,1.046896
81,93,1.053663
81,96,1.057313
81,99,1.058152
81,102,1.056478
81,105,1.052577
81,108,1.046721
81,111,1.039166
81,114,1.030149
81,117,1.01989
81,120,1.00859
81,135,0.9422975
81,150,0.8706684
81,165,0.8026252
81,180,0.7419422
81,195,0.6895009
81,210,0.6447614
81,225,0.6066242
81,240,0.5738847
81,255,0.5454448
81,270,0.5203894
81,285,0.4979937
81,300,0.4777022
81,315,0.4590972
81,330,0.4418674
81,345,0.4257818
81,360,0.410668
81,375,0.3963962
81,390,0.3828673
81,405,0.370004
81,420,0.3577448
81,435,0.3460397
81,450,0.3348469
81,465,0.3241312
81,480,0.3138618
81,495,0.3040121
81,510,0.2945581
81,525,0.2854785
81,540,0.276754
81,555,0.2683671
81,570,0.2603019
81,585,0.2525437
81,600,0.2450791
81,615,0.2378958
81,630,0.230982
81,645,0.224327
81,660,0.2179205
81,675,0.2117528
81,690,0.2058148
81,705,0.2000975
81,720,0.1945923
81,735,0.189291
81,750,0.1841855
81,765,0.179268
81,780,0.1745311
81,795,0.1699673
81,810,0.1655696
81,825,0.161331
81,840,0.1572449
81,855,0.1533049
81,870,0.1495048
81,885,0.1458385
81,900,0.1423003
81,915,0.1388847
81,930,0.1355864
81,945,0.1324003
81,960,0.1293214
81,975,0.1263451
81,990,0.123467
81,1005,0.1206827
81,1020,0.1179881
81,1035,0.1153793
81,1050,0.1128526
81,1065,0.1104045
81,1080,0.1080315
81,1095,0.1057303
81,1110,0.1034979
81,1125,0.1013313
81,1140,0.09922769
81,1155,0.09718443
81,1170,0.09519894
81,1185,0.0932688
81,1200,0.09139168
81,1215,0.08956538
81,1230,0.08778781
81,1245,0.08605696
81,1260,0.08437094
81,1275,0.08272795
81,1290,0.08112626
81,1305,0.07956424
81,1320,0.07804035
81,1335,0.07655308
81,1350,0.07510106
81,1365,0.07368292
81,1380,0.07229741
81,1395,0.07094331
81,1410,0.06961949
81,1425,0.06832484
81,1440,0.06705834
81,1455,0.065819
81,1470,0.06460587
81,1485,0.06341807
81,1500,0.06225475
81,1515,0.0611151
81,1530,0.05999837
81,1545,0.05890382
81,1560,0.05783076
81,1575,0.05677853
81,1590,0.0557465
81,1605,0.05473408
81,1620,0.05374071
81,1635,0.05276583
81,1650,0.05180894
81,1665,0.05086955
81,1680,0.04994718
81,1695,0.0490414
81,1710,0.04815178
81,1725,0.04727791
81,1740,0.04641941
81,1755,0.04557591
81,1770,0.04474705
81,1785,0.04393251
81,1800,0.04313195
81,1815,0.04234508
81,1830,0.04157158
81,1845,0.04081119
81,1860,0.04006362
81,1875,0.03932863
81,1890,0.03860595
81,1905,0.03789536
81,1920,0.03719661
82,0,0
82,3,2.687941E-06
82,6,0.0001224796
82,9,0.0008597322
82,12,0.003072249
82,15,0.007725508
82,18,0.01565567
82,21,0.02742289
82,24,0.04325289
82,27,0.06304967
82,30,0.08645321
82,33,0.1129121
82,36,0.1417506
82,39,0.1722263
82,42,0.2035781
82,45,0.235066
82,48,0.2660028
82,51,0.2957788
82,54,0.3238775
82,57,0.3498848
82,60,0.3734908
82,63,0.3944872
82,66,0.4127606
82,69,0.4282806
82,72,0.441088
82,75,0.4512814
82,78,0.4590055
82,81,0.4644385
82,84,0.4677808
82,87,0.4692455
82,90,0.46905
82,93,0.4674099
82,96,0.4645336
82,99,0.4606183
82,102,0.4558474
82,105,0.450389
82,108,0.4443947
82,111,0.4379998
82,114,0.431323
82,117,0.4244677
82,120,0.4175224
82,135,0.3836618
82,150,0.3544188
82,165,0.3310864
82,180,0.3130898
82,195,0.2993142
82,210,0.2886775
82,225,0.2803124
82,240,0.2735811
82,255,0.268034
82,270,0.2633593
82,285,0.2593417
82,300,0.2558306
82,315,0.2527193
82,330,0.2499301
82,345,0.247405
82,360,0.2450996
82,375,0.2429791
82,390,0.2410153
82,405,0.239185
82,420,0.2374686
82,435,0.2358497
82,450,0.2343137
82,465,0.232848
82,480,0.2314416
82,495,0.2300845
82,510,0.2287679
82,525,0.227484
82,540,0.2262256
82,555,0.2249865
82,570,0.2237613
82,585,0.2225449
82,600,0.2213332
82,615,0.2201226
82,630,0.21891
82,645,0.2176929
82,660,0.2164693
82,675,0.2152376
82,690,0.2139968
82,705,0.2127458
82,720,0.2114843
82,735,0.2102118
82,750,0.2089282
82,765,0.2076336
82,780,0.2063278
82,795,0.205011
82,810,0.2036833
82,825,0.2023448
82,840,0.2009955
82,855,0.1996357
82,870,0.1982651
82,885,0.1968839
82,900,0.1954922
82,915,0.1940899
82,930,0.1926769
82,945,0.1912534
82,960,0.1898192
82,975,0.1883744
82,990,0.186919
82,1005,0.1854531
82,1020,0.1839767
82,1035,0.18249
82,1050,0.1809931
82,1065,0.1794861
82,1080,0.1779691
82,1095,0.1764425
82,1110,0.1749064
82,1125,0.1733612
82,1140,0.171807
82,1155,0.1702442
82,1170,0.1686732
82,1185,0.1670943
82,1200,0.1655079
82,1215,0.1639144
82,1230,0.1623141
82,1245,0.1607076
82,1260,0.1590952
82,1275,0.1574775
82,1290,0.1558549
82,1305,0.1542279
82,1320,0.152597
82,1335,0.1509626
82,1350,0.1493253
82,1365,0.1476856
82,1380,0.1460439
82,1395,0.1444008
82,1410,0.1427569
82,1425,0.1411126
82,1440,0.1394683
82,1455,0.1378247
82,1470,0.1361823
82,1485,0.1345415
82,1500,0.1329028
82,1515,0.1312667
82,1530,0.1296337
82,1545,0.1280044
82,1560,0.126379
82,1575,0.1247582
82,1590,0.1231423
82,1605,0.1215319
82,1620,0.1199273
82,1635,0.1183289
82,1650,0.1167372
82,1665,0.1151527
82,1680,0.1135756
82,1695,0.1120063
82,1710,0.1104453
82,1725,0.1088929
82,1740,0.1073494
82,1755,0.1058152
82,1770,0.1042906
82,1785,0.102776
82,1800,0.1012715
82,1815,0.09977756
82,1830,0.09829441
82,1845,0.09682231
82,1860,0.09536154
82,1875,0.09391231
82,1890,0.09247487
82,1905,0.09104945
82,1920,0.08963624
83,0,0
83,3,2.85702E-06
83,6,0.0001285439
83,9,0.0008845438
83,12,0.003120757
83,15,0.007854872
83,18,0.01611494
83,21,0.02880127
83,24,0.04658618
83,27,0.06986036
83,30,0.09872161
83,33,0.1329966
83,36,0.1722829
83,39,0.2160014
83,42,0.2634504
83,45,0.3138578
83,48,0.3664259
83,51,0.4203689
83,54,0.474941
83,57,0.5294565
83,60,0.5833024
83,63,0.6359457
83,66,0.6869354
83,69,0.7359002
83,72,0.7825451
83,75,0.8266454
83,78,0.8680397
83,81,0.9066215
83,84,0.9423326
83,87,0.975156
83,90,1.00511
83,93,1.03224
83,96,1.056618
83,99,1.07833
83,102,1.09748
83,105,1.114181
83,108,1.128551
83,111,1.140717
83,114,1.150807
83,117,1.158947
83,120,1.165266
83,135,1.173807
83,150,1.153917
83,165,1.11669
83,180,1.07013
83,195,1.019661
83,210,0.9687482
83,225,0.9194567
83,240,0.872896
83,255,0.8295524
83,270,0.7895252
83,285,0.7526894
83,300,0.7188039
83,315,0.6875794
83,330,0.6587198
83,345,0.6319456
83,360,0.6070048
83,375,0.5836769
83,390,0.5617731
83,405,0.5411335
83,420,0.5216236
83,435,0.5031306
83,450,0.48556
83,465,0.4688321
83,480,0.4528794
83,495,0.4376441
83,510,0.4230765
83,525,0.4091334
83,540,0.3957766
83,555,0.3829723
83,570,0.3706903
83,585,0.3589033
83,600,0.3475865
83,615,0.3367169
83,630,0.3262738
83,645,0.3162378
83,660,0.306591
83,675,0.2973164
83,690,0.2883984
83,705,0.2798222
83,720,0.2715737
83,735,0.2636396
83,750,0.2560072
83,765,0.2486645
83,780,0.2415998
83,795,0.2348021
83,810,0.2282605
83,825,0.2219649
83,840,0.2159052
83,855,0.210072
83,870,0.2044559
83,885,0.199048
83,900,0.1938398
83,915,0.1888231
83,930,0.1839897
83,945,0.1793322
83,960,0.174843
83,975,0.1705152
83,990,0.1663418
83,1005,0.1623164
83,1020,0.1584326
83,1035,0.1546845
83,1050,0.1510661
83,1065,0.147572
83,1080,0.1441969
83,1095,0.1409356
83,1110,0.1377834
83,1125,0.1347354
83,1140,0.1317872
83,1155,0.1289347
83,1170,0.1261735
83,1185,0.1234999
83,1200,0.1209102
83,1215,0.1184006
83,1230,0.1159679
83,1245,0.1136088
83,1260,0.11132
83,1275,0.1090988
83,1290,0.1069421
83,1305,0.1048474
83,1320,0.1028119
83,1335,0.1008333
83,1350,0.09890921
83,1365,0.09703732
83,1380,0.09521551
83,1395,0.09344176
83,1410,0.09171411
83,1425,0.09003069
83,1440,0.08838972
83,1455,0.08678954
83,1470,0.08522851
83,1485,0.08370511
83,1500,0.08221788
83,1515,0.08076543
83,1530,0.07934642
83,1545,0.0779596
83,1560,0.07660376
83,1575,0.07527775
83,1590,0.0739805
83,1605,0.07271095
83,1620,0.07146811
83,1635,0.07025106
83,1650,0.06905887
83,1665,0.06789073
83,1680,0.0667458
83,1695,0.06562331
83,1710,0.06452252
83,1725,0.06344273
83,1740,0.06238328
83,1755,0.06134354
83,1770,0.06032288
83,1785,0.05932074
83,1800,0.05833657
83,1815,0.05736985
83,1830,0.05642007
83,1845,0.05548676
83,1860,0.05456948
83,1875,0.05366778
83,1890,0.05278127
83,1905,0.05190953
83,1920,0.0510522
84,0,0
84,3,9.986533E-07
84,6,3.533183E-05
84,9,0.0002249188
84,12,0.000773293
84,15,0.001922729
84,18,0.00390811
84,21,0.006921916
84,24,0.01109159
84,27,0.01646933
84,30,0.02303495
84,33,0.0307088
84,36,0.03936724
84,39,0.04885708
84,42,0.05900735
84,45,0.0696392
84,48,0.08057415
84,51,0.09164067
84,54,0.1026793
84,57,0.1135464
84,60,0.1241168
84,63,0.1342844
84,66,0.1439629
84,69,0.1530849
84,72,0.1616009
84,75,0.1694777
84,78,0.1766965
84,81,0.1832513
84,84,0.1891466
84,87,0.194396
84,90,0.1990201
84,93,0.203045
84,96,0.2065008
84,99,0.2094208
84,102,0.2118399
84,105,0.2137937
84,108,0.2153184
84,111,0.2164492
84,114,0.2172209
84,117,0.2176666
84,120,0.2178181
84,135,0.215146
84,150,0.2088196
84,165,0.2008074
84,180,0.192265
84,195,0.1838189
84,210,0.1757797
84,225,0.1682807
84,240,0.1613607
84,255,0.1550101
84,270,0.1491969
84,285,0.1438798
84,300,0.1390151
84,315,0.1345605
84,330,0.1304765
84,345,0.1267271
84,360,0.1232796
84,375,0.1201048
84,390,0.1171768
84,405,0.1144724
84,420,0.1119706
84,435,0.1096531
84,450,0.1075033
84,465,0.1055062
84,480,0.1036485
84,495,0.101918
84,510,0.100304
84,525,0.09879632
84,540,0.09738614
84,555,0.09606526
84,570,0.09482622
84,585,0.09366225
84,600,0.09256718
84,615,0.09153539
84,630,0.09056174
84,645,0.08964158
84,660,0.08877064
84,675,0.08794505
84,690,0.08716128
84,705,0.08641609
84,720,0.08570652
84,735,0.08502986
84,750,0.08438359
84,765,0.08376541
84,780,0.08317316
84,795,0.08260484
84,810,0.08205856
84,825,0.08153259
84,840,0.08102521
84,855,0.08053491
84,870,0.08006014
84,885,0.07959951
84,900,0.07915169
84,915,0.07871539
84,930,0.0782894
84,945,0.07787257
84,960,0.07746383
84,975,0.07706212
84,990,0.07666649
84,1005,0.07627602
84,1020,0.07588984
84,1035,0.07550715
84,1050,0.07512718
84,1065,0.07474923
84,1080,0.07437264
84,1095,0.07399679
84,1110,0.07362112
84,1125,0.07324509
84,1140,0.07286824
84,1155,0.0724901
84,1170,0.0721103
84,1185,0.07172843
84,1200,0.0713442
84,1215,0.07095729
84,1230,0.07056744
84,1245,0.0701744
84,1260,0.069778
84,1275,0.06937802
84,1290,0.06897433
84,1305,0.06856679
84,1320,0.06815531
84,1335,0.0677398
84,1350,0.0673202
84,1365,0.06689645
84,1380,0.06646854
84,1395,0.06603647
84,1410,0.06560022
84,1425,0.06515984
84,1440,0.06471536
84,1455,0.06426682
84,1470,0.06381428
84,1485,0.06335782
84,1500,0.06289753
84,1515,0.06243347
84,1530,0.06196577
84,1545,0.06149453
84,1560,0.06101986
84,1575,0.06054189
84,1590,0.06006073
84,1605,0.05957653
84,1620,0.05908941
84,1635,0.05859952
84,1650,0.05810701
84,1665,0.05761202
84,1680,0.05711469
84,1695,0.05661518
84,1710,0.05611365
84,1725,0.05561025
84,1740,0.05510513
84,1755,0.05459846
84,1770,0.05409038
84,1785,0.05358105
84,1800,0.05307064
84,1815,0.05255929
84,1830,0.05204716
84,1845,0.05153441
84,1860,0.05102119
84,1875,0.05050764
84,1890,0.04999393
84,1905,0.04948019
84,1920,0.04896657
85,0,0
85,3,1.361698E-05
85,6,0.0004619526
85,9,0.002800376
85,12,0.009176735
85,15,0.02188885
85,18,0.04293017
85,21,0.07370216
85,24,0.1149053
85,27,0.1665555
85,30,0.2280722
85,33,0.2983999
85,36,0.3761373
85,39,0.4596626
85,42,0.547246
85,45,0.6371471
85,48,0.7276928
85,51,0.8173351
85,54,0.9046919
85,57,0.9885715
85,60,1.067984
85,63,1.14214
85,66,1.210445
85,69,1.272482
85,72,1.327999
85,75,1.376887
85,78,1.419159
85,81,1.454933
85,84,1.484411
85,87,1.507862
85,90,1.525607
85,93,1.538003
85,96,1.545432
85,99,1.548291
85,102,1.54698
85,105,1.541899
85,108,1.533438
85,111,1.521974
85,114,1.50787
85,117,1.491467
85,120,1.473086
85,135,1.361197
85,150,1.235381
85,165,1.112645
85,180,1.0012
85,195,0.9037983
85,210,0.820239
85,225,0.7489799
85,240,0.6880661
85,255,0.6356007
85,270,0.5899437
85,285,0.5497628
85,300,0.5140135
85,315,0.4818931
85,330,0.4527897
85,345,0.426236
85,360,0.4018726
85,375,0.3794188
85,390,0.3586519
85,405,0.3393911
85,420,0.3214869
85,435,0.3048131
85,450,0.2892614
85,465,0.2747374
85,480,0.2611577
85,495,0.2484481
85,510,0.2365421
85,525,0.2253795
85,540,0.2149061
85,555,0.2050723
85,570,0.1958333
85,585,0.1871481
85,600,0.1789793
85,615,0.1712926
85,630,0.1640566
85,645,0.1572422
85,660,0.1508227
85,675,0.1447732
85,690,0.1390705
85,705,0.1336931
85,720,0.1286205
85,735,0.1238337
85,750,0.1193149
85,765,0.1150471
85,780,0.1110144
85,795,0.1072019
85,810,0.1035954
85,825,0.1001817
85,840,0.09694828
85,855,0.09388346
85,870,0.09097623
85,885,0.0882163
85,900,0.08559401
85,915,0.08310035
85,930,0.08072684
85,945,0.07846561
85,960,0.0763093
85,975,0.07425104
85,990,0.07228442
85,1005,0.07040346
85,1020,0.06860261
85,1035,0.06687669
85,1050,0.06522088
85,1065,0.06363069
85,1080,0.06210196
85,1095,0.06063082
85,1110,0.05921366
85,1125,0.05784714
85,1140,0.05652815
85,1155,0.0552538
85,1170,0.05402143
85,1185,0.05282854
85,1200,0.05167284
85,1215,0.05055219
85,1230,0.04946462
85,1245,0.04840827
85,1260,0.04738146
85,1275,0.04638259
85,1290,0.04541021
85,1305,0.04446295
85,1320,0.04353957
85,1335,0.0426389
85,1350,0.04175987
85,1365,0.04090147
85,1380,0.04006277
85,1395,0.03924293
85,1410,0.03844115
85,1425,0.03765669
85,1440,0.03688886
85,1455,0.03613704
85,1470,0.03540063
85,1485,0.03467909
85,1500,0.03397191
85,1515,0.03327863
85,1530,0.03259879
85,1545,0.03193201
85,1560,0.03127788
85,1575,0.03063607
85,1590,0.03000623
85,1605,0.02938807
85,1620,0.02878128
85,1635,0.0281856
85,1650,0.02760078
85,1665,0.02702656
85,1680,0.02646274
85,1695,0.02590909
85,1710,0.02536541
85,1725,0.02483151
85,1740,0.02430721
85,1755,0.02379234
85,1770,0.02328673
85,1785,0.02279022
85,1800,0.02230266
85,1815,0.02182392
85,1830,0.02135384
85,1845,0.02089229
85,1860,0.02043915
85,1875,0.01999428
85,1890,0.01955756
85,1905,0.01912888
85,1920,0.01870811
86,0,0
86,3,1.924515E-06
86,6,6.935628E-05
86,9,0.0004343521
86,12,0.001458304
86,15,0.003563026
86,18,0.007170414
86,21,0.01265325
86,24,0.02030436
86,27,0.03032297
86,30,0.0428133
86,33,0.05779098
86,36,0.07519374
86,39,0.09489393
86,42,0.1167119
86,45,0.1404291
86,48,0.1658006
86,51,0.1925659
86,54,0.2204596
86,57,0.2492183
86,60,0.2785881
86,63,0.3083279
86,66,0.3382137
86,69,0.3680399
86,72,0.3976204
86,75,0.4267887
86,78,0.4553981
86,81,0.4833206
86,84,0.5104458
86,87,0.5366809
86,90,0.5619479
86,93,0.586184
86,96,0.6093391
86,99,0.6313753
86,102,0.6522654
86,105,0.6719921
86,108,0.6905465
86,111,0.7079275
86,114,0.7241405
86,117,0.7391971
86,120,0.7531138
86,135,0.8064468
86,150,0.8356032
86,165,0.8451151
86,180,0.8395354
86,195,0.8229696
86,210,0.7988748
86,225,0.7700181
86,240,0.7385214
86,255,0.7059481
86,270,0.6734034
86,285,0.6416318
86,300,0.6111042
86,315,0.5820907
86,330,0.5547193
86,345,0.5290206
86,360,0.504962
86,375,0.4824724
86,390,0.461459
86,405,0.4418196
86,420,0.4234504
86,435,0.4062506
86,450,0.390125
86,465,0.3749861
86,480,0.3607538
86,495,0.3473557
86,510,0.3347268
86,525,0.3228084
86,540,0.3115482
86,555,0.3008988
86,570,0.2908177
86,585,0.2812664
86,600,0.27221
86,615,0.2636169
86,630,0.255458
86,645,0.2477068
86,660,0.2403389
86,675,0.2333319
86,690,0.2266651
86,705,0.2203191
86,720,0.2142763
86,735,0.2085199
86,750,0.2030345
86,765,0.1978056
86,780,0.1928197
86,795,0.1880641
86,810,0.1835267
86,825,0.1791963
86,840,0.1750621
86,855,0.1711142
86,870,0.1673429
86,885,0.163739
86,900,0.160294
86,915,0.1569996
86,930,0.1538479
86,945,0.1508315
86,960,0.1479433
86,975,0.1451764
86,990,0.1425243
86,1005,0.139981
86,1020,0.1375405
86,1035,0.1351972
86,1050,0.1329458
86,1065,0.1307812
86,1080,0.1286986
86,1095,0.1266934
86,1110,0.1247612
86,1125,0.1228979
86,1140,0.1210996
86,1155,0.1193625
86,1170,0.1176832
86,1185,0.1160582
86,1200,0.1144845
86,1215,0.1129589
86,1230,0.1114788
86,1245,0.1100413
86,1260,0.1086441
86,1275,0.1072846
86,1290,0.1059606
86,1305,0.1046701
86,1320,0.1034109
86,1335,0.1021813
86,1350,0.1009794
86,1365,0.0998036
86,1380,0.09865229
86,1395,0.09752401
86,1410,0.09641738
86,1425,0.0953311
86,1440,0.09426396
86,1455,0.09321481
86,1470,0.0921826
86,1485,0.09116632
86,1500,0.09016506
86,1515,0.08917794
86,1530,0.08820416
86,1545,0.08724296
86,1560,0.08629365
86,1575,0.08535556
86,1590,0.08442812
86,1605,0.08351075
86,1620,0.08260294
86,1635,0.08170421
86,1650,0.08081413
86,1665,0.07993229
86,1680,0.07905831
86,1695,0.07819187
86,1710,0.07733264
86,1725,0.07648034
86,1740,0.0756347
86,1755,0.07479551
86,1770,0.07396255
86,1785,0.07313561
86,1800,0.07231454
86,1815,0.07149918
86,1830,0.07068937
86,1845,0.06988502
86,1860,0.06908602
86,1875,0.06829225
86,1890,0.06750366
86,1905,0.06672017
86,1920,0.06594171
87,0,0
87,3,1.847682E-05
87,6,0.0006804396
87,9,0.004337542
87,12,0.01472417
87,15,0.03613457
87,18,0.07254356
87,21,0.1267479
87,24,0.1997725
87,27,0.290711
87,30,0.3969849
87,33,0.5148806
87,36,0.6401588
87,39,0.768583
87,42,0.8963028
87,45,1.020071
87,48,1.137339
87,51,1.246241
87,54,1.34553
87,57,1.434485
87,60,1.512825
87,63,1.580604
87,66,1.638133
87,69,1.685903
87,72,1.724531
87,75,1.754709
87,78,1.777163
87,81,1.792631
87,84,1.801843
87,87,1.8055
87,90,1.804268
87,93,1.798771
87,96,1.789581
87,99,1.777227
87,102,1.762186
87,105,1.74489
87,108,1.725727
87,111,1.705041
87,114,1.683136
87,117,1.66028
87,120,1.63671
87,135,1.514407
87,150,1.395262
87,165,1.286525
87,180,1.19024
87,195,1.106007
87,210,1.032445
87,225,0.9679264
87,240,0.9109007
87,255,0.8600259
87,270,0.814196
87,285,0.7725251
87,300,0.7343159
87,315,0.6990233
87,330,0.6662231
87,345,0.6355837
87,360,0.6068444
87,375,0.5797978
87,390,0.5542769
87,405,0.530145
87,420,0.5072882
87,435,0.4856099
87,450,0.4650275
87,465,0.4454682
87,480,0.4268678
87,495,0.409169
87,510,0.3923199
87,525,0.376273
87,540,0.3609852
87,555,0.3464165
87,570,0.3325301
87,585,0.3192917
87,600,0.3066691
87,615,0.2946327
87,630,0.2831541
87,645,0.2722068
87,660,0.2617657
87,675,0.2518069
87,690,0.2423078
87,705,0.2332466
87,720,0.2246028
87,735,0.2163564
87,750,0.2084887
87,765,0.2009816
87,780,0.1938176
87,795,0.1869804
87,810,0.1804539
87,825,0.1742232
87,840,0.1682737
87,855,0.1625916
87,870,0.1571638
87,885,0.1519776
87,900,0.1470212
87,915,0.1422831
87,930,0.1377525
87,945,0.133419
87,960,0.1292727
87,975,0.1253044
87,990,0.1215051
87,1005,0.1178664
87,1020,0.1143803
87,1035,0.1110391
87,1050,0.1078356
87,1065,0.1047629
87,1080,0.1018144
87,1095,0.09898413
87,1110,0.09626602
87,1125,0.09365457
87,1140,0.09114446
87,1155,0.08873069
87,1170,0.08640851
87,1185,0.0841734
87,1200,0.0820211
87,1215,0.07994755
87,1230,0.07794893
87,1245,0.07602157
87,1260,0.07416206
87,1275,0.07236711
87,1290,0.07063364
87,1305,0.06895873
87,1320,0.06733958
87,1335,0.06577358
87,1350,0.06425823
87,1365,0.06279119
87,1380,0.06137022
87,1395,0.05999321
87,1410,0.05865816
87,1425,0.05736318
87,1440,0.05610648
87,1455,0.05488635
87,1470,0.0537012
87,1485,0.0525495
87,1500,0.05142981
87,1515,0.05034078
87,1530,0.04928111
87,1545,0.04824959
87,1560,0.04724504
87,1575,0.0462664
87,1590,0.0453126
87,1605,0.04438268
87,1620,0.04347571
87,1635,0.0425908
87,1650,0.04172713
87,1665,0.0408839
87,1680,0.04006035
87,1695,0.0392558
87,1710,0.03846956
87,1725,0.03770098
87,1740,0.03694948
87,1755,0.03621447
87,1770,0.03549542
87,1785,0.03479179
87,1800,0.03410311
87,1815,0.0334289
87,1830,0.03276873
87,1845,0.03212216
87,1860,0.03148881
87,1875,0.03086829
87,1890,0.03026024
87,1905,0.0296643
87,1920,0.02908016
88,0,0
88,3,4.288743E-05
88,6,0.001348846
88,9,0.007838224
88,12,0.02496013
88,15,0.05817085
88,18,0.1116349
88,21,0.1874453
88,24,0.2854396
88,27,0.4034511
88,30,0.5377901
88,33,0.6838068
88,36,0.8364372
88,39,0.9906697
88,42,1.141899
88,45,1.286165
88,48,1.420284
88,51,1.541888
88,54,1.649395
88,57,1.741946
88,60,1.819289
88,63,1.881672
88,66,1.929729
88,69,1.96438
88,72,1.986738
88,75,1.998028
88,78,1.999524
88,81,1.992498
88,84,1.978186
88,87,1.957753
88,90,1.932284
88,93,1.902767
88,96,1.870089
88,99,1.835037
88,102,1.798299
88,105,1.760469
88,108,1.722054
88,111,1.683481
88,114,1.645103
88,117,1.607209
88,120,1.570032
88,135,1.399837
88,150,1.260427
88,165,1.149815
88,180,1.062125
88,195,0.9913774
88,210,0.9327497
88,225,0.8827264
88,240,0.8388779
88,255,0.7995684
88,270,0.7637066
88,285,0.730561
88,300,0.699634
88,315,0.6705785
88,330,0.6431451
88,345,0.6171484
88,360,0.5924456
88,375,0.5689232
88,390,0.5464886
88,405,0.5250641
88,420,0.5045838
88,435,0.4849909
88,450,0.4662358
88,465,0.4482749
88,480,0.4310695
88,495,0.4145849
88,510,0.3987898
88,525,0.3836552
88,540,0.3691543
88,555,0.3552618
88,570,0.3419533
88,585,0.3292057
88,600,0.3169961
88,615,0.3053026
88,630,0.2941035
88,645,0.2833781
88,660,0.2731058
88,675,0.2632668
88,690,0.2538419
88,705,0.2448126
88,720,0.2361609
88,735,0.2278698
88,750,0.2199226
88,765,0.2123036
88,780,0.2049976
88,795,0.1979902
88,810,0.1912675
88,825,0.1848164
88,840,0.1786243
88,855,0.1726792
88,870,0.1669697
88,885,0.1614851
